id,year,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation,tags
1003,0,"A 1-year-old child is brought for a routine check-up. According to the National Vitamin A Prophylaxis programme, what is the specific dose of Vitamin A that should be administered to this child now?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Under the National Vitamin A Prophylaxis Programme, the first dose given at 9 months is 1,00,000 IU, but all subsequent doses (from 1 year to 5 years of age) are **2,00,000 IU** given every 6 months.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (2,00,000 IU):** The standard dose for children aged 12 months to 60 months.\n- ❌ **a (1,00,000 IU):** This is the initial dose given specifically at 9 months of age with the measles vaccine.\n- ❌ **c, d:** These are incorrect dosages not used in the national prophylaxis schedule.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Double the age, Double the dose'** — Once the child reaches **1** year (vs 9 months), the dose **doubles** from 1 lakh to 2 lakhs.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'How many total doses of Vitamin A are administered by age 5?' (9 doses total).\n- **Key Connection:** Vital for **Pediatrics** and **PSM** preventive health.",PSM|Pediatrics|practiseset
1004,0,"A 55-year-old patient with long-standing Type 2 Diabetes Mellitus presents with a foot ulcer. On examination, the foot is warm, but there is a complete loss of sensation to a 10g monofilament. Which of the following is the most likely underlying mechanism for this ulcer?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Diabetic foot ulcers are primarily caused by peripheral neuropathy (microvascular complication). The loss of protective sensation leads to repetitive unnoticed trauma, while autonomic neuropathy causes dry skin and Charcot changes, resulting in ulceration.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Microvascular neuropathy):** Leading cause of sensory loss and subsequent ulceration in diabetics.\n- ❌ **a (Macrovascular ischemia):** Usually presents with a cold, pale foot and diminished pulses (claudication), which is not the case here.\n- ❌ **c (Venous insufficiency):** Typically causes medial malleolus ulcers with skin hyperpigmentation (hemosiderin staining).\n- ❌ **d (Lymphedema):** Causes swelling but is not a primary cause of focal sensory-loss related ulceration.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Numb and Dumb'** — The foot is **Numb** (loss of sensation) and **Dumb** (doesn't know it's being injured), leading to an ulcer.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which tool is used for screening Loss of Protective Sensation (LOPS) in diabetics?' (Semmes-Weinstein 5.07/10g monofilament).\n- **Key Connection:** High-yield for **Medicine** and **Surgery** foot care.",Medicine|Surgery|practiseset
1005,0,"A 9-month-old infant is brought to the emergency with sudden onset of intermittent inconsolable crying and drawing up of legs. Between episodes, the child appears lethargic. On examination, a sausage-shaped mass is felt in the right upper quadrant. What is the most likely diagnosis?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. The classic triad of intussusception involves colicky abdominal pain (drawing up legs), a palpable sausage-shaped mass, and eventually 'red currant jelly' stools. It is the most common cause of intestinal obstruction in infants.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Intussusception):** Fits the age, intermittent pain, and physical finding of a sausage-shaped mass.\n- ❌ **a (Pyloric stenosis):** Usually presents at 3-6 weeks of age with non-bilious projectile vomiting and an 'olive-shaped' mass.\n- ❌ **c (Hirschsprung):** Presents earlier with failure to pass meconium and chronic constipation.\n- ❌ **d (Meckel's):** Often presents with painless lower GI bleeding rather than acute obstruction in this manner.\n\n### 3. MEMORY AID (MNEMONIC)\n**'I-S-R'** — **I**ntussusception, **S**ausage mass, **R**ed currant jelly.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the ultrasound sign for intussusception?' (Target or Doughnut sign).\n- **Key Connection:** Essential for **Pediatrics** and **Pediatric Surgery**.",Pediatrics|Surgery|practiseset
1006,0,What is the most common cause of primary Post-Partum Hemorrhage (PPH)?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. Uterine atony (failure of the uterus to contract effectively after delivery) accounts for nearly 80% of cases of primary PPH.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Uterine atony):** Most frequent cause by far.\n- ❌ **a, b, d:** These represent the other '4 Ts' (Tone, Tissue, Trauma, Thrombin), but occur less frequently than atony.\n\n### 3. MEMORY AID (MNEMONIC)\n**'The 4 Ts'** — **T**one (Atony), **T**issue (Retained), **T**rauma (Laceration), **T**hrombin (Coagulation). **Tone** is top!\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the first-line drug for managing uterine atony?' (Oxytocin).\n- **Key Connection:** Critical for **Obstetrics** emergency management.",Obstetrics|practiseset
1007,0,Which of the following is the most common cardiac defect associated with Down Syndrome (Trisomy 21)?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Atrioventricular Septal Defect (AVSD), also known as endocardial cushion defect, occurs in about 40% of children with Down Syndrome and is the most characteristic cardiac lesion for this condition.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (AVSD):** Highly specific and most common in Trisomy 21.\n- ❌ **a (VSD):** Most common congenital heart disease in the *general* population, but second to AVSD in Down Syndrome.\n- ❌ **d (Tetralogy of Fallot):** More commonly associated with DiGeorge syndrome (22q11 deletion).\n\n### 3. MEMORY AID (MNEMONIC)\n**'D-A-V'** — **D**own's is associated with **A**vsd.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most common GI anomaly in Down Syndrome?' (Duodenal atresia - double bubble sign).\n- **Key Connection:** Important for **Pediatrics** and **Genetics**.",Pediatrics|Cardiology|practiseset
1008,0,"In the vaccine cold chain, which of the following is the most heat-sensitive vaccine?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Oral Polio Vaccine (OPV) is the most heat-sensitive vaccine in the Expanded Programme on Immunization (EPI). It must be stored at very low temperatures (usually -20°C for long term) to maintain potency.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (OPV):** Highest heat sensitivity.\n- ❌ **a (BCG):** Moderately heat sensitive but less than OPV.\n- ❌ **c, d (DPT/TT):** These are **freeze-sensitive**; they lose potency if frozen but are relatively stable at room temperature.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Cold-Polio'** — Polio needs to stay the **Coldest** because it is the most sensitive to heat.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which vaccine is most sensitive to freezing?' (Hepatitis B or DPT/TT).\n- **Key Connection:** High-yield **PSM** Cold Chain management.",PSM|practiseset
1009,0,Which of the following is a specific internal sign of drowning found during autopsy?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Paltauf's patches are subpleural hemorrhages caused by the rupture of alveolar walls due to increased pressure during drowning. They are considered a characteristic internal sign of drowning.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Paltauf's patches):** Specific internal finding in the lungs.\n- ❌ **a (Washerwoman's hand):** An external sign (wrinkling) that only indicates immersion in water, not necessarily drowning.\n- ❌ **c (Cutis anserina):** 'Goosebumps' caused by rigor mortis of erector pili muscles; non-specific.\n- ❌ **d (Froth):** An external sign (though very suggestive of drowning).\n\n### 3. MEMORY AID (MNEMONIC)\n**'Paltauf = Pulmonary'** — **P**altauf patches are found in the **P**ulmonary (lung) tissue.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is Gettler's test used for?' (Comparing chloride content in heart chambers to diagnose drowning in salt vs fresh water).\n- **Key Connection:** Essential for **Forensic Medicine** autopsy.",Forensic Medicine|practiseset
1010,0,"An ECG shows ST-segment elevation in leads II, III, and aVF. Which wall of the heart is affected by this myocardial infarction?",,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. ST elevation in leads II, III, and aVF indicates an Inferior Wall MI, typically caused by occlusion of the Right Coronary Artery (RCA).\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Inferior wall):** Leads II, III, aVF.\n- ❌ **a (Anterior):** Leads V3, V4.\n- ❌ **b (Lateral):** Leads I, aVL, V5, V6.\n- ❌ **d (Septal):** Leads V1, V2.\n\n### 3. MEMORY AID (MNEMONIC)\n**'LI-LI'** — **L**ateral (I, aVL, V5, V6) and **I**nferior (II, III, aVF).\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which artery is most likely occluded in an anterior wall MI?' (Left Anterior Descending - LAD).\n- **Key Connection:** Critical for **Medicine** and **Cardiology** emergency interpretation.",Medicine|Cardiology|practiseset
1011,0,Second-degree internal hemorrhoids are defined as those that:,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Internal hemorrhoids are graded I to IV. Grade II hemorrhoids prolapse through the anus during straining or defecation but return (reduce) to the anal canal spontaneously.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Spontaneous reduction):** Grade II.\n- ❌ **a (No prolapse):** Grade I.\n- ❌ **c (Manual reduction):** Grade III.\n- ❌ **d (Irreducible):** Grade IV.\n\n### 3. MEMORY AID (MNEMONIC)\n**'1-2-3-4'** — 1: **Stay**, 2: **S**pontaneous, 3: **M**anual, 4: **O**utside.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most common symptom of internal hemorrhoids?' (Painless bright red bleeding per rectum).\n- **Key Connection:** High-yield for **Surgery** proctology.",Surgery|practiseset
1012,0,Which of the following is a Category 4 (absolute contraindication) for the use of Combined Oral Contraceptive Pills (COCPs) according to WHO?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. Current breast cancer is a Category 4 contraindication for COCPs because estrogen can promote the growth of breast tissue tumors.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Current breast cancer):** Absolute contraindication (MEC 4).\n- ❌ **b (Smoker < 15/day):** This is usually MEC 3 if age >35; it becomes MEC 4 if they smoke $\ge 15$ cigarettes/day.\n- ❌ **a (Controlled HTN):** Generally MEC 3; uncontrolled HTN is the major concern.\n- ❌ **d (Varicose veins):** MEC 1 (No restriction).\n\n### 3. MEMORY AID (MNEMONIC)\n**'B-C-H-S'** — **B**reast Cancer, **C**irrhosis (severe), **H**eavy smoking (>35y), **S**troke history. These are major COCP 'No-Goes'.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which contraceptive is safe for a breastfeeding mother?' (Progestogen-only pills - POPs).\n- **Key Connection:** Vital **PSM** and **Gynaecology** contraception knowledge.",Gynaecology|PSM|practiseset
1013,0,What is the most common cause of mortality in children suffering from Measles?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. While Measles has many complications, **Pneumonia** (either giant cell pneumonia or secondary bacterial pneumonia) is the leading cause of measles-related deaths in children.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Pneumonia):** Most common cause of death.\n- ❌ **c (Otitis media):** Most common complication overall, but rarely fatal.\n- ❌ **a (Encephalitis):** A serious but less common fatal complication compared to pneumonia.\n- ❌ **d (Diarrhea):** Common complication in malnourished children but usually second to respiratory issues in mortality.\n\n### 3. MEMORY AID (MNEMONIC) 
**'P for Pulmonology = P for Perish'** — Children most often **Perish** from **P**ulmonary (Pneumonia) complications in Measles.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is a rare, fatal, delayed neurological complication of measles?' (SSPE - Subacute Sclerosing Panencephalitis).\n- **Key Connection:** Important for **Pediatrics** and **Microbiology**.",Pediatrics|Microbiology|practiseset
1014,0,"In the National TB Elimination Programme (NTEP), what is the frequency of drug administration for TB patients under the current 'daily regimen'?",,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. India's Revised National TB Control Programme (now NTEP) shifted from intermittent (thrice-weekly) dosing to a **daily regimen** using fixed-dose combinations (FDCs) to improve treatment efficacy and reduce relapse rates.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Daily):** The current standard of care.\n- ❌ **b (Thrice a week):** This was the old DOTS regimen used previously.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Every Day, No Delay'** — TB drugs are now taken **Every Day**.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What are the drugs in the intensive phase of new-case TB treatment?' (HRZE - Isoniazid, Rifampicin, Pyrazinamide, Ethambutol).\n- **Key Connection:** Essential **PSM** and **Medicine** public health knowledge.",PSM|Medicine|practiseset
1015,0,"According to the KDIGO guidelines, Stage 3 Chronic Kidney Disease (CKD) is defined by a GFR range of:",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Stage 3 CKD involves a moderate reduction in GFR ($30-59$ mL/min). It is often subdivided into 3a ($45-59$) and 3b ($30-44$).\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (30-59):** Stage 3 definition.\n- ❌ **a (60-89):** Stage 2 (Mildly decreased).\n- ❌ **c (15-29):** Stage 4 (Severely decreased).\n- ❌ **d (<15):** Stage 5 (End-stage renal disease/failure).\n\n### 3. MEMORY AID (MNEMONIC)\n**'Stages drop by 30s'** — 90 (Stage 1), 60 (Stage 2), 30 (Stage 3), 15 (Stage 4), <15 (Stage 5).\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most common cause of CKD worldwide?' (Diabetes Mellitus followed by Hypertension).\n- **Key Connection:** Vital for **Medicine** and **Nephrology**.",Medicine|Nephrology|practiseset
1016,0,"A 20-year-old male presents with a stab wound to the chest. He is in respiratory distress, has neck vein distension, and his trachea is shifted to the left. Breath sounds are absent on the right. What is the immediate next step?",,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. The clinical signs (tracheal shift, absent breath sounds, neck vein distension, shock) indicate **Tension Pneumothorax**. This is a clinical diagnosis and a surgical emergency; immediate decompression with **needle thoracocentesis** is required before waiting for an X-ray.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Needle thoracocentesis):** Life-saving emergency decompression.\n- ❌ **a, d (Imaging):** Strictly contraindicated to wait for imaging in a clinically diagnosed tension pneumothorax.\n- ❌ **b (Intubation):** Does not solve the underlying air-trapping and may worsen the pressure.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Shift and Stick'** — Tracheal **Shift** means you **Stick** a needle in immediately.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the definitive treatment for tension pneumothorax after needle decompression?' (Tube thoracostomy/Chest tube).\n- **Key Connection:** High-yield for **Surgery** and **Emergency Medicine** trauma.",Surgery|Emergency Medicine|practiseset
1017,0,"A 32-week pregnant woman presents with sudden onset dark vaginal bleeding and severe, constant abdominal pain. On examination, the uterus is hard and tender ('woody feel'). What is the most likely diagnosis?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Abruptio placentae (premature separation of the placenta) typically presents with painful dark bleeding and a 'couvelaire uterus' (hard and tender). Placenta praevia is characterized by **painless** bright red bleeding.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Abruptio):** Painful, dark bleeding, hard uterus.\n- ❌ **a (Praevia):** Painless, bright red bleeding, soft uterus.\n- ❌ **c (Vasa praevia):** Usually occurs with rupture of membranes; bleeding is fetal in origin.\n- ❌ **d (Uterine rupture):** Usually occurs during labor; presents with loss of station and shock.\n\n### 3. MEMORY AID (MNEMONIC)\n**'A-B-C-D'** — **A**bruptio = **B**ad pain, **C**onstant, **D**ark blood.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most common risk factor for placental abruption?' (Maternal hypertension/Preeclampsia).\n- **Key Connection:** Critical **Obstetrics** emergency.",Obstetrics|practiseset
1018,0,"A 2-year-old child presents with generalized edema, thinning of hair, and a 'flaky paint' dermatosis. The child appears irritable but well-nourished in terms of weight for age due to the edema. What is the most likely condition?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Kwashiorkor is caused by severe **protein** deficiency despite adequate calorie intake. Its hallmarks are edema (pitting), 'moon facies,' and 'flaky paint' skin lesions. Marasmus is a total calorie deficiency with a 'wasted' appearance.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Kwashiorkor):** Protein deficiency with edema.\n- ❌ **a (Marasmus):** Calorie deficiency; no edema; 'skin and bones' appearance.\n- ❌ **c (Scurvy):** Vitamin C deficiency (bleeding gums).\n- ❌ **d (Pellagra):** Niacin deficiency (the 4 Ds: Dermatitis, Diarrhea, Dementia, Death).\n\n### 3. MEMORY AID (MNEMONIC)\n**'K for Kwashiorkor = K for Kwick swelling'** — Rapid onset of swelling/edema.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the primary cause of edema in Kwashiorkor?' (Hypoalbuminemia causing decreased oncotic pressure).\n- **Key Connection:** Essential for **Pediatrics** nutrition.",Pediatrics|Nutrition|practiseset
1019,0,"Sustainable Development Goal (SDG) 3.2 aims to reduce the under-five mortality rate to at least as low as how many deaths per 1,000 live births by 2030?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. SDG target 3.2 aims to end preventable deaths of newborns and children under 5 years of age. Specifically, the goal is to reduce under-5 mortality to at least as low as **25 per 1,000 live births** and neonatal mortality to 12 per 1,000 live births.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (25):** The target for under-5 mortality.\n- ❌ **a (12):** The target for neonatal mortality (0-28 days).\n- ❌ **c, d:** These values do not correspond to the specific SDG 3.2 targets.\n\n### 3. MEMORY AID (MNEMONIC)\n**'U-5 = 25'** — **U**nder **5** goal ends with the number **25**.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which SDG specifically targets the ending of epidemics of AIDS, TB, and Malaria?' (SDG 3.3).\n- **Key Connection:** Important for **PSM** and global health statistics.",PSM|practiseset
1020,0,"In a temperate climate, Rigor Mortis typically begins to appear and becomes fully established in how many hours, respectively?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Under average conditions, rigor mortis begins in **3 to 6 hours** and is typically fully established throughout the body by **12 hours** (the 'Rule of 12').\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (3-6 and 12):** The standard forensic timeline for temperate climates.\n- ❌ **c:** This would be the stage when rigor starts to disappear (usually after 18-24 hours).\n- ❌ **d:** Incorrect; rigor requires the depletion of ATP, which takes time after death.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Rule of 12'** — 12 hours to **Start**, 12 hours to **Stay** (Established), 12 hours to **Slip** (disappear).\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is Cadaveric Spasm?' (Instantaneous onset of rigor in high-stress deaths, e.g., drowning/suicide).\n- **Key Connection:** Vital for **Forensic Medicine** post-mortem interval estimation.",Forensic Medicine|practiseset
1021,0,Which of the following is the hallmark clinical feature of Cerebral Malaria caused by Plasmodium falciparum?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. Cerebral malaria is the most serious complication of *P. falciparum* infection, clinically defined as an **unarousable coma** (GCS < 11 in adults) in the presence of malaria parasites, excluding other causes of encephalopathy.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Unarousable coma):** The defining diagnostic feature.\n- ❌ **a, b, d:** These are features of general malaria or other severe forms, but do not specifically define the 'cerebral' involvement.\n\n### 3. MEMORY AID (MNEMONIC)\n**'C for Cerebral = C for Coma'**.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the intravenous drug of choice for severe malaria in India?' (Artesunate).\n- **Key Connection:** High-yield for **Medicine** and **Microbiology**.",Medicine|Microbiology|practiseset
1022,0,Murphy's sign is elicited in which of the following conditions?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. **Murphy's sign** is elicited by asking the patient to inhale while palpating the right subcostal area. A sudden 'catch' or arrest of inspiration due to pain from the gallbladder hitting the fingers is positive for acute cholecystitis.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Acute cholecystitis):** Classic eponymous sign.\n- ❌ **a (Appendicitis):** Associated with McBurney's tenderness, Rovsing's sign, Psoas sign.\n- ❌ **c (Pancreatitis):** Associated with Cullen's and Grey Turner's signs (if hemorrhagic).\n- ❌ **d (Diverticulitis):** Often called 'left-sided appendicitis'.\n\n### 3. MEMORY AID (MNEMONIC)\n**'M for Murphy = M for Mid-breath'** — The patient stops mid-breath due to pain.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is Boas' sign?' (Hyperaesthesia below the right scapula in cholecystitis).\n- **Key Connection:** Essential for **Surgery** physical examination.",Surgery|practiseset
1023,0,Which of the following criteria is part of the Rotterdam criteria for the diagnosis of Polycystic Ovary Syndrome (PCOS)?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. The Rotterdam criteria require 2 out of 3 of: (1) Oligo- or anovulation, (2) Clinical/biochemical hyperandrogenism, and (3) **Polycystic ovaries on ultrasound** ($\g 12$ follicles or ovarian volume $> 10$ mL).\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Polycystic ovaries on USG):** One of the three official pillars of diagnosis.\n- ❌ **a, b:** These must be **excluded** to diagnose PCOS but are not part of the criteria themselves.\n- ❌ **d (Low LH):** In PCOS, LH is typically **elevated**, leading to a high LH:FSH ratio.\n\n### 3. MEMORY AID (MNEMONIC)\n**'O-H-P'** — **O**vulation (low), **H**yperandrogenism, **P**olycystic ovaries. Need 2 out of 3.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the first-line medical treatment for ovulation induction in PCOS?' (Letrozole or Clomiphene citrate).\n- **Key Connection:** Important for **Obstetrics** and **Endocrinology**.",Obstetrics|Gynaecology|practiseset
1024,0,A 40-year-old male presents with persistent epigastric pain and multiple recurrent peptic ulcers that are refractory to standard therapy. Laboratory tests show a significantly elevated fasting serum gastrin level. What is the most likely diagnosis?,,,,,a,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption a is correct. Zollinger-Ellison Syndrome (ZES) is caused by a gastrin-secreting tumor (gastrinoma), usually in the pancreas or duodenum. This leads to excessive gastric acid secretion and severe, recurrent peptic ulcers.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **a (Zollinger-Ellison):** Characterized by hypergastrinemia and refractory ulcers.\n- ❌ **b (Pernicious anemia):** Can show high gastrin but presents with achlorhydria and Vitamin B12 deficiency, not ulcers.\n- ❌ **c (Cushing's ulcer):** Peptic ulcers associated with increased intracranial pressure.\n- ❌ **d (Dieulafoy's):** An abnormal submucosal artery that causes massive upper GI bleeding, not typically multiple ulcers.\n\n### 3. MEMORY AID (MNEMONIC)\n**'G-G-G'** — **G**astrinoma leads to excessive **G**astrin and **G**iant/multiple ulcers.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which hereditary syndrome is most commonly associated with gastrinomas?' (MEN-1).\n- **Key Connection:** Vital for **Surgery** and **Gastroenterology**.",Surgery|Gastroenterology|practiseset
1025,0,Which of the following is the most common cause of neonatal mortality in India?,,,,,c,### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. Complications related to preterm birth and low birth weight (LBW) remain the leading causes of neonatal mortality (deaths in the first 28 days of life) in India and globally.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Preterm/LBW):** Accounts for the highest percentage of neonatal deaths.\n- ❌ **b (Birth asphyxia):** A major cause but ranks second or third behind preterm complications.\n- ❌ **d (Neonatal sepsis):** A significant cause of late neonatal mortality.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Early Arrival = High Risk'** — **Preterm** babies have the highest risk of not surviving the neonatal period.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the definition of a Very Low Birth Weight (VLBW) baby?' (Less than 1500 grams).\n- **Key Connection:** Essential for **PSM** and **Pediatrics** health metrics.,PSM|Pediatrics|practiseset
1026,0,"A 25-year-old female presents with a painless, slow-growing lump in her breast. On examination, the lump is firm, highly mobile, and 'slippery.' What is the most likely diagnosis?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Fibroadenomas are the most common benign breast tumors in young women. They are classically described as 'breast mice' because of their high mobility within the breast tissue.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Fibroadenoma):** Painless, firm, and highly mobile ('slippery').\n- ❌ **a (Abscess):** Painful, red, and fluctuant; often associated with lactation.\n- ❌ **c (Phyllodes):** Tends to be larger and grows very rapidly; can be benign or malignant.\n- ❌ **d (Carcinoma):** Usually hard, fixed, and poorly defined; seen more often in older women.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Mice in the Breast'** — **Fibroadenomas** are mobile like mice.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most definitive way to manage a fibroadenoma in a young patient?' (Triple assessment: Clinical exam, Imaging, and FNAC/Biopsy).\n- **Key Connection:** High-yield for **Surgery** and **Gynaecology**.",Surgery|Gynaecology|practiseset
1027,0,"Under the National Leprosy Eradication Programme (NLEP), what is the duration of Multi-Drug Therapy (MDT) for a patient diagnosed with Paucibacillary (PB) leprosy?",,,,,a,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption a is correct. For Paucibacillary (PB) leprosy, the standard MDT duration is **6 months**. For Multibacillary (MB) leprosy, the duration is **12 months**.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **a (6 months):** Treatment duration for PB cases.\n- ❌ **b (12 months):** Treatment duration for MB cases.\n\n### 3. MEMORY AID (MNEMONIC)\n**'PB-6, MB-12'** — Remember the numbers double for the more severe form.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What are the drugs used in the MB-MDT regimen?' (Rifampicin, Dapsone, and Clofazimine).\n- **Key Connection:** Essential **PSM** and **Dermatology** policy.",PSM|Dermatology|practiseset
1028,0,Which of the following nerves is primarily responsible for the 'foot drop' deformity when injured?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Injury to the Common Peroneal Nerve (often at the neck of the fibula) leads to paralysis of the dorsiflexors of the foot, resulting in 'foot drop'.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Common peroneal):** Supplies the anterior and lateral compartments of the leg; injury causes loss of dorsiflexion.\n- ❌ **a (Tibial):** Injury leads to inability to plantarflex the foot (calcaneovalgus).\n- ❌ **c (Femoral):** Injury causes weakness in knee extension.\n\n### 3. MEMORY AID (MNEMONIC)\n**'PED' and 'TIP'** — **P**eroneal **E**verts and **D**orsiflexes (if injured, foot drops); **T**ibial **I**nverts and **P**lantarflexes.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which nerve is involved in a patient who cannot walk on their toes?' (Tibial nerve).\n- **Key Connection:** High-yield for **Anatomy** and **Orthopaedics**.",Anatomy|Orthopaedics|practiseset
